Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785197345,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785197346,5,GET,/health,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3.477006834145868,2.102708000165876,7.067582999297883,38.833333333333336
1785197346,5,POST,/predict,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,10,0,69,110.19905400025891,50.23312500270549,246.9911670050351,142.0
1785197346,5,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,16,0,52,70.17828631296652,2.102708000165876,246.9911670050351,103.3125
1785197347,10,GET,/health,0.000000,0.000000,19,53,57,57,64,96,96,96,96,96,96,14,0,7,26.676437429809344,2.102708000165876,96.39620799862314,38.92857142857143
1785197347,10,POST,/predict,0.000000,0.000000,54,66,69,80,97,97,140,140,140,140,140,30,0,59,77.49454443376938,37.464374996488914,246.9911670050351,142.0
1785197347,10,,Aggregated,0.000000,0.000000,52,61,67,69,96,97,140,140,140,140,140,44,0,52,61.32514675069119,2.102708000165876,246.9911670050351,109.20454545454545
1785197348,15,GET,/health,3.000000,0.000000,53,68,96,96,270,280,280,280,280,280,280,20,0,44,64.63401470100507,2.102708000165876,281.46445900347317,38.9
1785197348,15,POST,/predict,5.000000,0.000000,94,140,170,200,220,240,250,250,250,250,250,58,0,97,120.18498775909518,37.464374996488914,250.71229099557968,142.0
1785197348,15,,Aggregated,8.000000,0.000000,80,130,160,180,240,250,270,280,280,280,280,78,0,78,105.94114851343105,2.102708000165876,281.46445900347317,115.56410256410257
1785197349,20,GET,/health,5.000000,0.000000,64,96,230,260,280,370,380,380,380,380,380,24,0,53,105.33279520889967,2.102708000165876,377.87637500150595,38.916666666666664
1785197349,20,POST,/predict,8.500000,0.000000,170,220,230,240,310,350,380,390,390,390,390,87,0,170.0,166.2504664372523,37.464374996488914,388.8997920003021,142.0
1785197349,20,,Aggregated,13.500000,0.000000,150,210,230,250,310,350,380,380,390,390,390,111,0,150.0,153.07907806355442,2.102708000165876,388.8997920003021,119.71171171171171
1785197350,25,GET,/health,5.000000,0.000000,130,230,270,280,370,380,450,450,450,450,450,33,0,96,141.79641800023313,2.102708000165876,453.3026250064722,38.93939393939394
1785197350,25,POST,/predict,13.333333,0.000000,210,240,290,310,380,400,420,420,450,450,450,117,0,210.0,202.24007796619284,37.464374996488914,454.10329200240085,142.0
1785197350,25,,Aggregated,18.333333,0.000000,200,240,270,310,380,390,420,450,450,450,450,150,0,190.0,188.94247277368171,2.102708000165876,454.10329200240085,119.32666666666667
1785197351,25,GET,/health,5.000000,0.000000,260,310,360,370,380,450,500,500,500,500,500,45,0,230.0,203.52265193327588,2.102708000165876,496.3660829962464,38.91111111111111
1785197351,25,POST,/predict,17.250000,0.000000,230,270,310,340,380,400,450,480,480,480,480,146,0,220.0,224.60071774000662,37.464374996488914,483.8930419937242,142.0
